,DOSE,TREAT_RATIO,CAR_AFFINITY,ANTIGENS_CANCER,ANTIGENS_HEALTHY,Y_NORM_CANCER_LIVE,Y_NORM_HEALTHY_LIVE,Y_NORM_TCELL_LIVE,SCORE
1560,1000.0,0.5,1e-09,5000.0,0.0,0.001,1.45,69.845,1.449
5067,500.0,0.25,1e-08,5000.0,0.0,0.003,1.443,137.576,1.4400000000000002
5187,500.0,0.25,1e-09,500.0,0.0,0.003,1.443,137.576,1.4400000000000002
1509,1000.0,0.5,1e-09,10000.0,0.0,0.001,1.442,69.721,1.441
5104,500.0,0.25,1e-09,10000.0,0.0,0.007,1.442,137.066,1.435
1501,1000.0,0.5,1e-09,10000.0,0.0,0.0,1.437,69.481,1.437
1506,1000.0,0.5,1e-09,10000.0,0.0,0.001,1.434,69.969,1.433
5061,500.0,0.25,1e-08,5000.0,0.0,0.002,1.432,137.288,1.43
5181,500.0,0.25,1e-09,500.0,0.0,0.002,1.432,137.288,1.43
5002,500.0,0.25,1e-08,10000.0,0.0,0.004,1.432,136.01,1.428
5122,500.0,0.25,1e-09,1000.0,0.0,0.004,1.432,136.01,1.428
362,1000.0,0.0,1e-09,5000.0,0.0,1.935,1.432,40.062,-0.5030000000000001
309,1000.0,0.0,1e-09,10000.0,0.0,1.958,1.431,39.915,-0.5269999999999999
1564,1000.0,0.5,1e-09,5000.0,0.0,0.0,1.429,70.419,1.429
5004,500.0,0.25,1e-08,10000.0,0.0,0.001,1.429,137.104,1.4280000000000002
5124,500.0,0.25,1e-09,1000.0,0.0,0.001,1.429,137.104,1.4280000000000002
367,1000.0,0.0,1e-09,5000.0,0.0,1.929,1.427,40.49,-0.502
1500,1000.0,0.5,1e-09,10000.0,0.0,0.0,1.423,69.242,1.423
361,1000.0,0.0,1e-09,5000.0,0.0,1.853,1.421,40.399,-0.43199999999999994
300,1000.0,0.0,1e-09,10000.0,0.0,1.998,1.421,39.339,-0.577
5068,500.0,0.25,1e-08,5000.0,0.0,0.0,1.42,137.894,1.42
5188,500.0,0.25,1e-09,500.0,0.0,0.0,1.42,137.894,1.42
5000,500.0,0.25,1e-08,10000.0,0.0,0.003,1.418,138.27,1.415
5120,500.0,0.25,1e-09,1000.0,0.0,0.003,1.418,138.27,1.415
1567,1000.0,0.5,1e-09,5000.0,0.0,0.0,1.415,69.381,1.415
5060,500.0,0.25,1e-08,5000.0,0.0,0.0,1.414,139.138,1.414
5180,500.0,0.25,1e-09,500.0,0.0,0.0,1.414,139.138,1.414
5066,500.0,0.25,1e-08,5000.0,0.0,0.0,1.413,139.232,1.413
5186,500.0,0.25,1e-09,500.0,0.0,0.0,1.413,139.232,1.413
5069,500.0,0.25,1e-08,5000.0,0.0,0.0,1.412,137.99,1.412
5005,500.0,0.25,1e-08,10000.0,0.0,0.0,1.412,135.846,1.412
5189,500.0,0.25,1e-09,500.0,0.0,0.0,1.412,137.99,1.412
5125,500.0,0.25,1e-09,1000.0,0.0,0.0,1.412,135.846,1.412
360,1000.0,0.0,1e-09,5000.0,0.0,2.003,1.412,39.17,-0.5910000000000002
369,1000.0,0.0,1e-09,5000.0,0.0,1.876,1.409,40.592,-0.46699999999999986
307,1000.0,0.0,1e-09,10000.0,0.0,1.904,1.409,40.822,-0.4949999999999999
364,1000.0,0.0,1e-09,5000.0,0.0,1.938,1.409,40.149,-0.5289999999999999
1406,1000.0,0.5,1e-08,10000.0,0.0,0.001,1.405,69.962,1.4040000000000001
1526,1000.0,0.5,1e-09,1000.0,0.0,0.001,1.405,69.962,1.4040000000000001
209,1000.0,0.0,1e-08,10000.0,0.0,1.92,1.405,40.574,-0.5149999999999999
329,1000.0,0.0,1e-09,1000.0,0.0,1.92,1.405,40.574,-0.5149999999999999
1569,1000.0,0.5,1e-09,5000.0,0.0,0.0,1.404,70.258,1.404
207,1000.0,0.0,1e-08,10000.0,0.0,1.992,1.404,39.622,-0.5880000000000001
327,1000.0,0.0,1e-09,1000.0,0.0,1.992,1.404,39.622,-0.5880000000000001
306,1000.0,0.0,1e-09,10000.0,0.0,1.932,1.403,39.753,-0.5289999999999999
1566,1000.0,0.5,1e-09,5000.0,0.0,0.003,1.402,70.204,1.399
5062,500.0,0.25,1e-08,5000.0,0.0,0.005,1.401,139.902,1.3960000000000001
5182,500.0,0.25,1e-09,500.0,0.0,0.005,1.401,139.902,1.3960000000000001
1401,1000.0,0.5,1e-08,10000.0,0.0,0.0,1.4,70.81,1.4
1521,1000.0,0.5,1e-09,1000.0,0.0,0.0,1.4,70.81,1.4
301,1000.0,0.0,1e-09,10000.0,0.0,1.947,1.4,39.877,-0.5470000000000002
5064,500.0,0.25,1e-08,5000.0,0.0,0.0,1.398,139.22,1.398
5184,500.0,0.25,1e-09,500.0,0.0,0.0,1.398,139.22,1.398
1562,1000.0,0.5,1e-09,5000.0,0.0,0.001,1.398,70.525,1.397
204,1000.0,0.0,1e-08,10000.0,0.0,1.995,1.398,39.56,-0.5970000000000002
324,1000.0,0.0,1e-09,1000.0,0.0,1.995,1.398,39.56,-0.5970000000000002
5065,500.0,0.25,1e-08,5000.0,0.0,0.0,1.396,139.448,1.396
5185,500.0,0.25,1e-09,500.0,0.0,0.0,1.396,139.448,1.396
1400,1000.0,0.5,1e-08,10000.0,0.0,0.0,1.396,69.552,1.396
1520,1000.0,0.5,1e-09,1000.0,0.0,0.0,1.396,69.552,1.396
302,1000.0,0.0,1e-09,10000.0,0.0,2.005,1.396,39.497,-0.609
269,1000.0,0.0,1e-08,5000.0,0.0,2.046,1.396,39.419,-0.6499999999999999
389,1000.0,0.0,1e-09,500.0,0.0,2.046,1.396,39.419,-0.6499999999999999
1508,1000.0,0.5,1e-09,10000.0,0.0,0.0,1.395,69.461,1.395
3006,250.0,0.25,1e-08,10000.0,0.0,0.098,1.395,270.592,1.297
3126,250.0,0.25,1e-09,1000.0,0.0,0.098,1.395,270.592,1.297
1561,1000.0,0.5,1e-09,5000.0,0.0,0.0,1.394,69.986,1.394
305,1000.0,0.0,1e-09,10000.0,0.0,1.92,1.393,40.548,-0.5269999999999999
216,1000.0,0.0,1e-08,10000.0,100.0,1.918,1.392,39.951,-0.526
308,1000.0,0.0,1e-09,10000.0,0.0,1.923,1.392,40.875,-0.5310000000000001
3106,250.0,0.25,1e-09,10000.0,0.0,0.111,1.39,269.316,1.279
1505,1000.0,0.5,1e-09,10000.0,0.0,0.0,1.389,70.145,1.389
1504,1000.0,0.5,1e-09,10000.0,0.0,0.0,1.387,70.892,1.387
1507,1000.0,0.5,1e-09,10000.0,0.0,0.0,1.387,70.519,1.387
365,1000.0,0.0,1e-09,5000.0,0.0,1.957,1.386,40.21,-0.5710000000000002
3103,250.0,0.25,1e-09,10000.0,0.0,0.109,1.385,268.58,1.276
262,1000.0,0.0,1e-08,5000.0,0.0,1.991,1.385,39.334,-0.6060000000000001
382,1000.0,0.0,1e-09,500.0,0.0,1.991,1.385,39.334,-0.6060000000000001
1402,1000.0,0.5,1e-08,10000.0,0.0,0.0,1.384,70.371,1.384
1522,1000.0,0.5,1e-09,1000.0,0.0,0.0,1.384,70.371,1.384
303,1000.0,0.0,1e-09,10000.0,0.0,1.943,1.381,40.388,-0.562
206,1000.0,0.0,1e-08,10000.0,0.0,2.023,1.38,39.342,-0.6430000000000002
326,1000.0,0.0,1e-09,1000.0,0.0,2.023,1.38,39.342,-0.6430000000000002
5063,500.0,0.25,1e-08,5000.0,0.0,0.0,1.379,139.66,1.379
5183,500.0,0.25,1e-09,500.0,0.0,0.0,1.379,139.66,1.379
363,1000.0,0.0,1e-09,5000.0,0.0,1.932,1.378,40.628,-0.554
264,1000.0,0.0,1e-08,5000.0,0.0,2.039,1.378,39.924,-0.6610000000000003
384,1000.0,0.0,1e-09,500.0,0.0,2.039,1.378,39.924,-0.6610000000000003
1404,1000.0,0.5,1e-08,10000.0,0.0,0.0,1.377,70.556,1.377
1524,1000.0,0.5,1e-09,1000.0,0.0,0.0,1.377,70.556,1.377
201,1000.0,0.0,1e-08,10000.0,0.0,2.026,1.377,39.769,-0.6489999999999998
321,1000.0,0.0,1e-09,1000.0,0.0,2.026,1.377,39.769,-0.6489999999999998
3166,250.0,0.25,1e-09,5000.0,0.0,0.111,1.376,268.556,1.265
217,1000.0,0.0,1e-08,10000.0,100.0,1.986,1.376,39.866,-0.6100000000000001
3160,250.0,0.25,1e-09,5000.0,0.0,0.103,1.375,266.124,1.272
1563,1000.0,0.5,1e-09,5000.0,0.0,0.0,1.374,70.985,1.374
1469,1000.0,0.5,1e-08,5000.0,0.0,0.001,1.374,71.366,1.3730000000000002
1589,1000.0,0.5,1e-09,500.0,0.0,0.001,1.374,71.366,1.3730000000000002
271,1000.0,0.0,1e-08,5000.0,100.0,1.924,1.374,40.11,-0.5499999999999998
200,1000.0,0.0,1e-08,10000.0,0.0,2.022,1.373,39.094,-0.6489999999999998
320,1000.0,0.0,1e-09,1000.0,0.0,2.022,1.373,39.094,-0.6489999999999998
1565,1000.0,0.5,1e-09,5000.0,0.0,0.0,1.372,70.524,1.372
208,1000.0,0.0,1e-08,10000.0,0.0,1.989,1.372,40.321,-0.617
328,1000.0,0.0,1e-09,1000.0,0.0,1.989,1.372,40.321,-0.617
202,1000.0,0.0,1e-08,10000.0,0.0,1.968,1.371,39.805,-0.597
322,1000.0,0.0,1e-09,1000.0,0.0,1.968,1.371,39.805,-0.597
366,1000.0,0.0,1e-09,5000.0,0.0,2.013,1.37,39.327,-0.6429999999999998
213,1000.0,0.0,1e-08,10000.0,100.0,2.017,1.37,39.616,-0.6469999999999998
1568,1000.0,0.5,1e-09,5000.0,0.0,0.002,1.368,70.225,1.366
219,1000.0,0.0,1e-08,10000.0,100.0,2.052,1.368,39.534,-0.6839999999999999
267,1000.0,0.0,1e-08,5000.0,0.0,2.098,1.368,38.887,-0.7299999999999998
387,1000.0,0.0,1e-09,500.0,0.0,2.098,1.368,38.887,-0.7299999999999998
1409,1000.0,0.5,1e-08,10000.0,0.0,0.0,1.367,71.318,1.367
1529,1000.0,0.5,1e-09,1000.0,0.0,0.0,1.367,71.318,1.367
214,1000.0,0.0,1e-08,10000.0,100.0,2.086,1.367,39.012,-0.7189999999999999
1407,1000.0,0.5,1e-08,10000.0,0.0,0.0,1.365,71.548,1.365
1527,1000.0,0.5,1e-09,1000.0,0.0,0.0,1.365,71.548,1.365
278,1000.0,0.0,1e-08,5000.0,100.0,2.118,1.364,39.221,-0.7539999999999998
1463,1000.0,0.5,1e-08,5000.0,0.0,0.0,1.362,71.124,1.362
1583,1000.0,0.5,1e-09,500.0,0.0,0.0,1.362,71.124,1.362
211,1000.0,0.0,1e-08,10000.0,100.0,1.935,1.362,39.842,-0.573
3169,250.0,0.25,1e-09,5000.0,0.0,0.048,1.36,271.536,1.312
218,1000.0,0.0,1e-08,10000.0,100.0,1.992,1.36,40.28,-0.6319999999999999
277,1000.0,0.0,1e-08,5000.0,100.0,2.019,1.36,39.739,-0.659
1408,1000.0,0.5,1e-08,10000.0,0.0,0.0,1.359,70.967,1.359
1528,1000.0,0.5,1e-09,1000.0,0.0,0.0,1.359,70.967,1.359
368,1000.0,0.0,1e-09,5000.0,0.0,1.982,1.359,40.245,-0.623
1462,1000.0,0.5,1e-08,5000.0,0.0,0.0,1.358,70.927,1.358
1582,1000.0,0.5,1e-09,500.0,0.0,0.0,1.358,70.927,1.358
5569,500.0,0.5,1e-09,5000.0,0.0,0.002,1.358,142.664,1.356
3100,250.0,0.25,1e-09,10000.0,0.0,0.108,1.358,269.412,1.25
3109,250.0,0.25,1e-09,10000.0,0.0,0.086,1.357,267.94,1.271
212,1000.0,0.0,1e-08,10000.0,100.0,1.981,1.356,39.957,-0.625
268,1000.0,0.0,1e-08,5000.0,0.0,2.005,1.354,39.868,-0.6509999999999998
388,1000.0,0.0,1e-09,500.0,0.0,2.005,1.354,39.868,-0.6509999999999998
3107,250.0,0.25,1e-09,10000.0,0.0,0.026,1.352,274.048,1.326
3009,250.0,0.25,1e-08,10000.0,0.0,0.064,1.352,273.428,1.288
3129,250.0,0.25,1e-09,1000.0,0.0,0.064,1.352,273.428,1.288
3104,250.0,0.25,1e-09,10000.0,0.0,0.074,1.352,272.684,1.278
265,1000.0,0.0,1e-08,5000.0,0.0,2.03,1.352,39.455,-0.6779999999999997
385,1000.0,0.0,1e-09,500.0,0.0,2.03,1.352,39.455,-0.6779999999999997
5509,500.0,0.5,1e-09,10000.0,0.0,0.001,1.351,143.872,1.35
1460,1000.0,0.5,1e-08,5000.0,0.0,0.0,1.35,71.335,1.35
1580,1000.0,0.5,1e-09,500.0,0.0,0.0,1.35,71.335,1.35
304,1000.0,0.0,1e-09,10000.0,0.0,2.085,1.35,39.472,-0.7349999999999999
1467,1000.0,0.5,1e-08,5000.0,0.0,0.0,1.349,71.232,1.349
1587,1000.0,0.5,1e-09,500.0,0.0,0.0,1.349,71.232,1.349
210,1000.0,0.0,1e-08,10000.0,100.0,2.061,1.349,40.038,-0.712
275,1000.0,0.0,1e-08,5000.0,100.0,1.981,1.348,40.145,-0.633
3167,250.0,0.25,1e-09,5000.0,0.0,0.061,1.346,273.728,1.2850000000000001
266,1000.0,0.0,1e-08,5000.0,0.0,2.029,1.346,39.361,-0.6829999999999998
386,1000.0,0.0,1e-09,500.0,0.0,2.029,1.346,39.361,-0.6829999999999998
3101,250.0,0.25,1e-09,10000.0,0.0,0.139,1.345,268.884,1.206
263,1000.0,0.0,1e-08,5000.0,0.0,2.027,1.345,39.126,-0.6820000000000002
383,1000.0,0.0,1e-09,500.0,0.0,2.027,1.345,39.126,-0.6820000000000002
279,1000.0,0.0,1e-08,5000.0,100.0,2.001,1.344,39.727,-0.6569999999999998
272,1000.0,0.0,1e-08,5000.0,100.0,2.043,1.343,39.692,-0.7000000000000002
3164,250.0,0.25,1e-09,5000.0,0.0,0.085,1.342,273.24,1.2570000000000001
3102,250.0,0.25,1e-09,10000.0,0.0,0.091,1.342,272.82,1.2510000000000001
317,1000.0,0.0,1e-09,10000.0,100.0,1.974,1.341,41.291,-0.633
5507,500.0,0.5,1e-09,10000.0,0.0,0.006,1.34,144.036,1.334
1503,1000.0,0.5,1e-09,10000.0,0.0,0.0,1.339,71.364,1.339
1468,1000.0,0.5,1e-08,5000.0,0.0,0.001,1.339,71.158,1.338
1588,1000.0,0.5,1e-09,500.0,0.0,0.001,1.339,71.158,1.338
1461,1000.0,0.5,1e-08,5000.0,0.0,0.003,1.338,71.401,1.3350000000000002
1581,1000.0,0.5,1e-09,500.0,0.0,0.003,1.338,71.401,1.3350000000000002
261,1000.0,0.0,1e-08,5000.0,0.0,2.08,1.338,39.137,-0.742
381,1000.0,0.0,1e-09,500.0,0.0,2.08,1.338,39.137,-0.742
1466,1000.0,0.5,1e-08,5000.0,0.0,0.0,1.336,71.672,1.336
1586,1000.0,0.5,1e-09,500.0,0.0,0.0,1.336,71.672,1.336
313,1000.0,0.0,1e-09,10000.0,100.0,2.011,1.336,40.591,-0.675
274,1000.0,0.0,1e-08,5000.0,100.0,2.074,1.336,39.34,-0.7379999999999998
3002,250.0,0.25,1e-08,10000.0,0.0,0.082,1.335,274.32,1.253
3122,250.0,0.25,1e-09,1000.0,0.0,0.082,1.335,274.32,1.253
1464,1000.0,0.5,1e-08,5000.0,0.0,0.0,1.334,72.035,1.334
1584,1000.0,0.5,1e-09,500.0,0.0,0.0,1.334,72.035,1.334
1403,1000.0,0.5,1e-08,10000.0,0.0,0.0,1.332,70.985,1.332
1523,1000.0,0.5,1e-09,1000.0,0.0,0.0,1.332,70.985,1.332
3000,250.0,0.25,1e-08,10000.0,0.0,0.141,1.332,264.352,1.191
3120,250.0,0.25,1e-09,1000.0,0.0,0.141,1.332,264.352,1.191
331,1000.0,0.0,1e-09,1000.0,100.0,1.935,1.332,40.981,-0.603
319,1000.0,0.0,1e-09,10000.0,100.0,1.962,1.332,40.733,-0.6299999999999999
276,1000.0,0.0,1e-08,5000.0,100.0,2.056,1.331,39.207,-0.7250000000000001
311,1000.0,0.0,1e-09,10000.0,100.0,1.985,1.329,40.601,-0.6560000000000001
260,1000.0,0.0,1e-08,5000.0,0.0,2.093,1.329,39.149,-0.764
380,1000.0,0.0,1e-09,500.0,0.0,2.093,1.329,39.149,-0.764
3163,250.0,0.25,1e-09,5000.0,0.0,0.114,1.328,267.536,1.214
3161,250.0,0.25,1e-09,5000.0,0.0,0.119,1.328,270.044,1.209
215,1000.0,0.0,1e-08,10000.0,100.0,2.006,1.327,39.81,-0.6789999999999998
377,1000.0,0.0,1e-09,5000.0,100.0,2.02,1.327,40.883,-0.6930000000000001
5564,500.0,0.5,1e-09,5000.0,0.0,0.003,1.325,144.594,1.322
3165,250.0,0.25,1e-09,5000.0,0.0,0.099,1.325,269.94,1.226
3168,250.0,0.25,1e-09,5000.0,0.0,0.142,1.325,270.548,1.183
3108,250.0,0.25,1e-09,10000.0,0.0,0.109,1.324,272.584,1.215
203,1000.0,0.0,1e-08,10000.0,0.0,2.038,1.324,39.815,-0.7139999999999997
323,1000.0,0.0,1e-09,1000.0,0.0,2.038,1.324,39.815,-0.7139999999999997
3008,250.0,0.25,1e-08,10000.0,0.0,0.096,1.323,272.532,1.2269999999999999
3128,250.0,0.25,1e-09,1000.0,0.0,0.096,1.323,272.532,1.2269999999999999
3067,250.0,0.25,1e-08,5000.0,0.0,0.036,1.322,278.168,1.286
3187,250.0,0.25,1e-09,500.0,0.0,0.036,1.322,278.168,1.286
5561,500.0,0.5,1e-09,5000.0,0.0,0.014,1.321,143.238,1.307
5568,500.0,0.5,1e-09,5000.0,0.0,0.0,1.318,143.816,1.318
205,1000.0,0.0,1e-08,10000.0,0.0,2.092,1.318,39.119,-0.774
325,1000.0,0.0,1e-09,1000.0,0.0,2.092,1.318,39.119,-0.774
3162,250.0,0.25,1e-09,5000.0,0.0,0.085,1.317,274.392,1.232
5504,500.0,0.5,1e-09,10000.0,0.0,0.019,1.316,145.41,1.2970000000000002
379,1000.0,0.0,1e-09,5000.0,100.0,2.028,1.315,40.922,-0.7130000000000001
5560,500.0,0.5,1e-09,5000.0,0.0,0.049,1.314,143.284,1.2650000000000001
316,1000.0,0.0,1e-09,10000.0,100.0,1.976,1.314,40.692,-0.6619999999999999
273,1000.0,0.0,1e-08,5000.0,100.0,2.063,1.314,39.254,-0.7490000000000001
3069,250.0,0.25,1e-08,5000.0,0.0,0.088,1.313,274.456,1.2249999999999999
3189,250.0,0.25,1e-09,500.0,0.0,0.088,1.313,274.456,1.2249999999999999
3060,250.0,0.25,1e-08,5000.0,0.0,0.127,1.313,271.624,1.186
3180,250.0,0.25,1e-09,500.0,0.0,0.127,1.313,271.624,1.186
3004,250.0,0.25,1e-08,10000.0,0.0,0.087,1.311,274.592,1.224
3124,250.0,0.25,1e-09,1000.0,0.0,0.087,1.311,274.592,1.224
5508,500.0,0.5,1e-09,10000.0,0.0,0.0,1.31,144.148,1.31
373,1000.0,0.0,1e-09,5000.0,100.0,2.041,1.31,41.226,-0.7309999999999999
5400,500.0,0.5,1e-08,10000.0,0.0,0.063,1.309,143.232,1.246
5520,500.0,0.5,1e-09,1000.0,0.0,0.063,1.309,143.232,1.246
3105,250.0,0.25,1e-09,10000.0,0.0,0.086,1.309,269.592,1.2229999999999999
3001,250.0,0.25,1e-08,10000.0,0.0,0.092,1.309,274.204,1.2169999999999999
3121,250.0,0.25,1e-09,1000.0,0.0,0.092,1.309,274.204,1.2169999999999999
371,1000.0,0.0,1e-09,5000.0,100.0,2.039,1.309,40.302,-0.7300000000000002
5409,500.0,0.5,1e-08,10000.0,0.0,0.001,1.308,145.754,1.3070000000000002
5529,500.0,0.5,1e-09,1000.0,0.0,0.001,1.308,145.754,1.3070000000000002
3005,250.0,0.25,1e-08,10000.0,0.0,0.109,1.308,274.608,1.199
3125,250.0,0.25,1e-09,1000.0,0.0,0.109,1.308,274.608,1.199
