,DOSE,TREAT_RATIO,CAR_AFFINITY,ANTIGENS_CANCER,ANTIGENS_HEALTHY,Y_NORM_CANCER_LIVE,Y_NORM_HEALTHY_LIVE,Y_NORM_TCELL_LIVE,SCORE
98,250.0,0.5,1e-07,5000.0,100.0,0.19664634146341464,0.8252993552348787,89.104,-0.03042086494082316
96,250.0,0.5,1e-07,5000.0,100.0,0.19946808510638298,0.7954405422057917,90.932,-0.015188575636649326
99,250.0,0.5,1e-07,5000.0,100.0,0.20050761421319796,0.8020897357098955,106.656,-0.0062707636479251705
95,250.0,0.5,1e-07,5000.0,100.0,0.20210896309314588,0.8356879606879607,93.152,-0.05606889871002252
28,1000.0,0.5,1e-06,10000.0,100.0,0.2039274924471299,0.9119091467157765,36.769,-0.018634719234777525
27,1000.0,0.5,1e-06,10000.0,100.0,0.2072463768115942,0.9125463535228677,37.084,-0.012667580788485816
42,1000.0,0.5,1e-07,500.0,100.0,0.2079646017699115,0.837037037037037,35.329,-0.03280685142697598
142,500.0,0.5,1e-06,10000.0,100.0,0.20857988165680474,0.932716049382716,54.542,-0.013976162711522022
62,1000.0,0.75,1e-07,1000.0,100.0,0.20913107511045656,0.8685185185185185,33.523,-0.027117472001174453
29,1000.0,0.5,1e-06,10000.0,100.0,0.20933165195460277,0.9161290322580645,37.319,0.01386045943730052
12,1000.0,0.25,1e-06,5000.0,100.0,0.21176470588235294,0.9314814814814815,33.091,-0.01626859248500498
94,250.0,0.5,1e-07,5000.0,100.0,0.21240105540897097,0.8206236492744674,88.448,-0.020356373053291354
151,500.0,0.5,1e-07,1000.0,100.0,0.213089802130898,0.8403595784252945,58.028,-0.04194403553901377
132,500.0,0.25,1e-07,500.0,100.0,0.21323529411764705,0.841358024691358,54.464,-0.036653980293534894
146,500.0,0.5,1e-06,10000.0,100.0,0.21363040629095675,0.9106592729513248,57.824,0.0004278269998198303
22,1000.0,0.5,1e-06,10000.0,100.0,0.2171344165435746,0.9166666666666666,33.207,-0.025596350699953196
18,1000.0,0.25,1e-06,5000.0,100.0,0.21732522796352582,0.9097605893186004,36.654,-0.033585980642580754
104,250.0,0.75,1e-07,10000.0,100.0,0.22076215505913271,0.8626543209876543,85.956,-0.01814489016048923
23,1000.0,0.5,1e-06,10000.0,100.0,0.22162162162162163,0.9076590487955528,34.345,-0.014188732150124062
26,1000.0,0.5,1e-06,10000.0,100.0,0.2236842105263158,0.9125077017868145,35.167,-0.010034841038337017
67,1000.0,0.75,1e-07,1000.0,100.0,0.22557471264367815,0.8495055624227441,36.411,-0.042862762258563836
71,250.0,0.25,1e-06,10000.0,100.0,0.22610015174506828,0.9314941103533788,85.48,-0.0358166369518641
155,500.0,0.5,1e-07,1000.0,100.0,0.22758620689655173,0.8394227817009517,60.422,-0.07810348863233557
52,1000.0,0.75,1e-06,10000.0,100.0,0.22827687776141384,0.9410493827160494,32.214,-0.031063133667525694
35,1000.0,0.5,1e-06,5000.0,100.0,0.22852233676975944,0.9085328422344997,52.17,-0.06622457305567755
131,500.0,0.25,1e-07,500.0,100.0,0.2298325722983257,0.8384996900185989,59.654,-0.059065586451388485
32,1000.0,0.5,1e-06,5000.0,100.0,0.23008849557522124,0.9339506172839506,34.568,-0.0346506812176538
81,250.0,0.25,1e-07,1000.0,100.0,0.2343987823439878,0.8465116279069768,88.412,-0.061946646054101384
3,1000.0,0.25,1e-06,10000.0,100.0,0.23481781376518218,0.9008953380673047,34.557,-0.028716101660250792
121,500.0,0.25,1e-06,5000.0,100.0,0.2374429223744292,0.9243645381277124,56.376,-0.04918889213577235
118,500.0,0.25,1e-06,10000.0,100.0,0.2383107088989442,0.9088397790055248,57.3,-0.05336265074036134
58,1000.0,0.75,1e-06,10000.0,100.0,0.2383808095952024,0.9208103130755064,35.404,-0.04986623659908121
38,1000.0,0.5,1e-06,5000.0,100.0,0.24024024024024024,0.9125230202578268,36.192,-0.053702385270408215
16,1000.0,0.25,1e-06,5000.0,100.0,0.24115334207077327,0.9035439137134053,34.211,-0.028702184547405557
64,1000.0,0.75,1e-07,1000.0,100.0,0.242503259452412,0.8438271604938271,34.549,-0.04274541003921278
114,500.0,0.25,1e-06,10000.0,100.0,0.2438391699092088,0.9225308641975308,58.95,-0.024310992039981577
141,500.0,0.5,1e-06,10000.0,100.0,0.2450532724505327,0.9249845009299442,56.596,-0.05667298196356019
134,500.0,0.25,1e-07,500.0,100.0,0.24545454545454545,0.8375038616002471,58.514,-0.04623367012794974
68,1000.0,0.75,1e-07,1000.0,100.0,0.24887556221889057,0.8554327808471455,36.8,-0.07374552390549399
145,500.0,0.5,1e-06,10000.0,100.0,0.25,0.9137507673419276,55.116,-0.08733104817117313
116,500.0,0.25,1e-06,10000.0,100.0,0.2513157894736842,0.9054220579174368,55.648,-0.03932541238888693
17,1000.0,0.25,1e-06,5000.0,100.0,0.25327510917030566,0.911619283065513,36.682,-0.059739124168449204
78,250.0,0.25,1e-06,10000.0,100.0,0.2552552552552553,0.8993247391037447,87.296,-0.07141539146056713
107,250.0,0.75,1e-07,10000.0,100.0,0.25584795321637427,0.8389489953632149,88.2,-0.07846275605147815
113,500.0,0.25,1e-06,10000.0,100.0,0.2563758389261745,0.9026876737720111,56.366,-0.04862102985600203
110,500.0,0.25,1e-06,10000.0,100.0,0.2576271186440678,0.91008,60.938,-0.08580401464406778
119,500.0,0.25,1e-06,10000.0,100.0,0.2607052896725441,0.9047619047619048,61.63,-0.040004536252896655
14,1000.0,0.25,1e-06,5000.0,100.0,0.2608125819134993,0.9070987654320988,34.399,-0.04719642202933533
157,500.0,0.5,1e-07,1000.0,100.0,0.26346433770014555,0.7962275819418676,62.53,-0.09432137270507349
47,1000.0,0.5,1e-07,500.0,100.0,0.26695526695526695,0.8263288009888752,38.124,-0.08999424746043058
159,500.0,0.5,1e-07,1000.0,100.0,0.2673392181588903,0.808294930875576,58.212,-0.07041821042176838
101,250.0,0.75,1e-07,10000.0,100.0,0.2689335394126739,0.8639181649101054,67.772,-0.0956678690168778
115,500.0,0.25,1e-06,10000.0,100.0,0.2692307692307692,0.9088397790055248,57.768,-0.10966773866258009
69,1000.0,0.75,1e-07,1000.0,100.0,0.26932668329177056,0.8167845066092837,38.034,-0.06795528018674582
13,1000.0,0.25,1e-06,5000.0,100.0,0.2744310575635877,0.9092312442111763,33.571,-0.06473802285356958
75,250.0,0.25,1e-06,10000.0,100.0,0.2755632582322357,0.9226519337016574,87.604,-0.11215927856806865
19,1000.0,0.25,1e-06,5000.0,100.0,0.2770780856423174,0.9093701996927803,36.376,-0.05525321972647482
56,1000.0,0.75,1e-06,10000.0,100.0,0.27916120576671033,0.9177449168207024,33.966,-0.06343743141852923
59,1000.0,0.75,1e-06,10000.0,100.0,0.2833957553058677,0.9090350338045482,36.291,-0.05962898761150903
122,500.0,0.25,1e-06,5000.0,100.0,0.2838235294117647,0.9385802469135802,51.46,-0.0868375516644701
46,1000.0,0.5,1e-07,500.0,100.0,0.28608923884514437,0.8208448967005859,35.918,-0.09321726496730087
63,1000.0,0.75,1e-07,1000.0,100.0,0.288,0.8455836936380482,34.183,-0.09214213396277449
82,250.0,0.25,1e-07,1000.0,100.0,0.28823529411764703,0.8771604938271605,81.036,-0.10413988183293435
85,250.0,0.25,1e-07,1000.0,100.0,0.292894280762565,0.8373235113566605,97.628,-0.14460217945722645
135,500.0,0.25,1e-07,500.0,100.0,0.2956521739130435,0.8264742014742015,60.598,-0.1496992667116719
127,500.0,0.25,1e-06,5000.0,100.0,0.2976878612716763,0.9208899876390606,59.02,-0.10076083054045565
72,250.0,0.25,1e-06,10000.0,100.0,0.2985294117647059,0.932716049382716,75.656,-0.10277419152388895
48,1000.0,0.5,1e-07,500.0,100.0,0.2987987987987988,0.8222836095764272,37.674,-0.1307076741892529
84,250.0,0.25,1e-07,1000.0,100.0,0.30078125,0.8240197591849336,98.872,-0.10539774427167983
125,500.0,0.25,1e-06,5000.0,100.0,0.30139372822299654,0.9244935543278084,56.142,-0.13851487610999408
66,1000.0,0.75,1e-07,1000.0,100.0,0.30144167758846657,0.8475046210720887,34.549,-0.10222848415716537
138,500.0,0.25,1e-07,500.0,100.0,0.30559757942511345,0.8189073050951504,60.242,-0.13945340242453197
34,1000.0,0.5,1e-06,5000.0,100.0,0.3072916666666667,0.9111111111111111,33.486,-0.09132458847736627
158,500.0,0.5,1e-07,1000.0,100.0,0.3078078078078078,0.8222836095764272,55.486,-0.13971668319826192
144,500.0,0.5,1e-06,10000.0,100.0,0.3084967320261438,0.9253086419753086,56.872,-0.09002108044864038
86,250.0,0.25,1e-07,1000.0,100.0,0.3084967320261438,0.8239827373612824,97.848,-0.11418514322177234
54,1000.0,0.75,1e-06,10000.0,100.0,0.3089960886571056,0.9296296296296296,32.562,-0.08892635843305438
36,1000.0,0.5,1e-06,5000.0,100.0,0.31274638633377133,0.9217498459642637,33.973,-0.09664914887880993
150,500.0,0.5,1e-07,1000.0,100.0,0.313758389261745,0.8322663252240717,59.376,-0.15497774590913718
147,500.0,0.5,1e-06,10000.0,100.0,0.31647398843930635,0.9159456118665018,59.154,-0.12060428404758222
106,250.0,0.75,1e-07,10000.0,100.0,0.31704095112285335,0.8367221195317314,80.252,-0.121908897984985
33,1000.0,0.5,1e-06,5000.0,100.0,0.3172043010752688,0.91692402717727,33.801,-0.10652132509630377
88,250.0,0.25,1e-07,1000.0,100.0,0.31981981981981983,0.8357888275015347,100.668,-0.14896796005431273
109,250.0,0.75,1e-07,10000.0,100.0,0.3203517587939699,0.8172043010752689,91.908,-0.12050702034361227
53,1000.0,0.75,1e-06,10000.0,100.0,0.32133333333333336,0.9203211859172329,33.39,-0.10816443603934797
137,500.0,0.25,1e-07,500.0,100.0,0.3222543352601156,0.8118046971569839,64.476,-0.14865456689403622
154,500.0,0.5,1e-07,1000.0,100.0,0.32287581699346407,0.8339506172839506,58.412,-0.12597081013475353
143,500.0,0.5,1e-06,10000.0,100.0,0.3279785809906292,0.9123186168570546,55.394,-0.11757351560247861
74,250.0,0.25,1e-06,10000.0,100.0,0.33203125,0.9126543209876543,89.408,-0.11569837391403748
44,1000.0,0.5,1e-07,500.0,100.0,0.33246753246753247,0.825925925925926,34.889,-0.13618266735550685
126,500.0,0.25,1e-06,5000.0,100.0,0.3333333333333333,0.9251386321626618,56.488,-0.11530158545765978
57,1000.0,0.75,1e-06,10000.0,100.0,0.33477011494252873,0.92336217552534,35.041,-0.1361730586490687
37,1000.0,0.5,1e-06,5000.0,100.0,0.33910533910533913,0.923053152039555,35.331,-0.1414304829979808
129,500.0,0.25,1e-06,5000.0,100.0,0.33957553058676654,0.9247311827956989,59.498,-0.11201495380662682
124,500.0,0.25,1e-06,5000.0,100.0,0.3424479166666667,0.933641975308642,56.81,-0.12114018918609967
128,500.0,0.25,1e-06,5000.0,100.0,0.3494704992435703,0.9165131982811541,55.324,-0.16352353053152524
76,250.0,0.25,1e-06,10000.0,100.0,0.35071707953063885,0.9053929121725732,91.972,-0.136715118471667
140,500.0,0.5,1e-06,10000.0,100.0,0.35175879396984927,0.92352,57.2,-0.17532953316984928
139,500.0,0.25,1e-07,500.0,100.0,0.352059925093633,0.7913337430854334,62.382,-0.15726633928803
136,500.0,0.25,1e-07,500.0,100.0,0.3568627450980392,0.8133086876155268,60.524,-0.16518648322931526
73,250.0,0.25,1e-06,10000.0,100.0,0.35772357723577236,0.90583513430071,89.536,-0.151330761825484
153,500.0,0.5,1e-07,1000.0,100.0,0.3579088471849866,0.8258184064237184,56.282,-0.16764926374085629
39,1000.0,0.5,1e-06,5000.0,100.0,0.3583959899749373,0.9102918586789555,34.754,-0.1352276633310644
120,500.0,0.25,1e-06,5000.0,100.0,0.3630252100840336,0.93728,57.698,-0.1845670980840336
108,250.0,0.75,1e-07,10000.0,100.0,0.364741641337386,0.834561080417434,78.872,-0.19619001736112093
149,500.0,0.5,1e-06,10000.0,100.0,0.3656998738965952,0.8946236559139785,59.56,-0.14774701394581638
49,1000.0,0.5,1e-07,500.0,100.0,0.3659147869674185,0.8036263060848187,37.663,-0.16883617840697437
103,250.0,0.75,1e-07,10000.0,100.0,0.36635006784260515,0.8424953675108091,85.992,-0.17459000426772364
87,250.0,0.25,1e-07,1000.0,100.0,0.367816091954023,0.842398022249691,100.604,-0.1866328337692934
43,1000.0,0.5,1e-07,500.0,100.0,0.3682795698924731,0.8128474366893144,35.276,-0.18151042446416865
89,250.0,0.25,1e-07,1000.0,100.0,0.37296620775969963,0.8220651505838967,107.192,-0.17111308688799295
77,250.0,0.25,1e-06,10000.0,100.0,0.375,0.9224351050679852,93.016,-0.17660233834137276
83,250.0,0.25,1e-07,1000.0,100.0,0.3783783783783784,0.8093914118010503,99.94,-0.19334605068830202
100,250.0,0.75,1e-07,10000.0,100.0,0.38160136286201024,0.8416,76.056,-0.22351521886201023
130,500.0,0.25,1e-07,500.0,100.0,0.3831932773109244,0.84512,58.316,-0.2222824293109244
133,500.0,0.25,1e-07,500.0,100.0,0.3838926174496644,0.8199505867819642,56.042,-0.19523814334448733
123,500.0,0.25,1e-06,5000.0,100.0,0.4080536912751678,0.9150710315009265,54.064,-0.1975138770478082
80,250.0,0.25,1e-07,1000.0,100.0,0.40939597315436244,0.84672,92.144,-0.24790953475436242
79,250.0,0.25,1e-06,10000.0,100.0,0.41448189762796506,0.9207373271889401,99.736,-0.18790414061464986
70,250.0,0.25,1e-06,10000.0,100.0,0.4312080536912752,0.92832,85.84,-0.2541588632912752
