,DOSE,TREAT_RATIO,CAR_AFFINITY,ANTIGENS_CANCER,ANTIGENS_HEALTHY,Y_NORM_CANCER_LIVE,Y_NORM_HEALTHY_LIVE,Y_NORM_TCELL_LIVE,SCORE
64,250.0,0.25,1e-08,1000.0,0.0,0.12660000000000002,1.1036,287.9148,0.9770000000000001
70,250.0,0.25,1e-09,100.0,0.0,0.12660000000000002,1.1036,287.9148,0.9770000000000001
75,250.0,0.25,1e-09,1000.0,100.0,0.132,0.0405,322.88480000000004,-0.0915
249,500.0,0.25,1e-06,10000.0,100.0,0.13399999999999998,0.8271,141.3294,0.6931
79,250.0,0.25,1e-09,10000.0,100.0,0.1344,0.042499999999999996,321.25919999999996,-0.09190000000000001
59,250.0,0.25,1e-07,10000.0,100.0,0.1504,0.30670000000000003,313.17040000000003,0.1563
65,250.0,0.25,1e-08,1000.0,100.0,0.1561,0.09509999999999999,326.03079999999994,-0.06100000000000001
71,250.0,0.25,1e-09,100.0,100.0,0.1726,0.0355,328.83040000000005,-0.1371
348,500.0,0.75,1e-08,10000.0,0.0,0.18170000000000003,1.0958999999999999,147.6174,0.9142000000000001
354,500.0,0.75,1e-09,1000.0,0.0,0.18170000000000003,1.0958999999999999,147.6174,0.9142000000000001
56,250.0,0.25,1e-07,5000.0,0.0,0.1827,1.0238,284.8104,0.8411
62,250.0,0.25,1e-08,500.0,0.0,0.1827,1.0238,284.8104,0.8411
349,500.0,0.75,1e-08,10000.0,100.0,0.1871,0.1089,166.1668,-0.0782
356,500.0,0.75,1e-09,5000.0,0.0,0.1892,1.1101,146.98399999999998,0.9208999999999999
355,500.0,0.75,1e-09,1000.0,100.0,0.18950000000000006,0.07410000000000001,168.4868,-0.11540000000000002
57,250.0,0.25,1e-07,5000.0,100.0,0.191,0.3786999999999999,305.7972,0.1877
347,500.0,0.75,1e-08,5000.0,100.0,0.19190000000000004,0.1156,165.6974,-0.0763
358,500.0,0.75,1e-09,10000.0,0.0,0.19310000000000002,1.1182,146.6028,0.9250999999999999
346,500.0,0.75,1e-08,5000.0,0.0,0.1942,1.0830000000000002,147.07779999999997,0.8888
352,500.0,0.75,1e-09,500.0,0.0,0.1942,1.0830000000000002,147.07779999999997,0.8888
353,500.0,0.75,1e-09,500.0,100.0,0.19440000000000002,0.07610000000000001,168.16979999999998,-0.11829999999999999
359,500.0,0.75,1e-09,10000.0,100.0,0.19690000000000002,0.07370000000000002,167.51200000000003,-0.1232
357,500.0,0.75,1e-09,5000.0,100.0,0.1998,0.07749999999999999,167.2942,-0.12229999999999999
63,250.0,0.25,1e-08,500.0,100.0,0.2044,0.09699999999999999,321.40119999999996,-0.10740000000000001
351,500.0,0.75,1e-09,100.0,100.0,0.23610000000000003,0.0812,165.90759999999997,-0.1549
116,250.0,0.5,1e-09,5000.0,0.0,0.24059999999999998,1.2055,272.85,0.9649000000000001
118,250.0,0.5,1e-09,10000.0,0.0,0.2435,1.2048,272.5348,0.9613000000000002
108,250.0,0.5,1e-08,10000.0,0.0,0.24710000000000001,1.1877,273.45680000000004,0.9405999999999999
114,250.0,0.5,1e-09,1000.0,0.0,0.24710000000000001,1.1877,273.45680000000004,0.9405999999999999
301,500.0,0.5,1e-08,100.0,100.0,0.25170000000000003,0.0794,153.65200000000002,-0.17229999999999998
106,250.0,0.5,1e-08,5000.0,0.0,0.2521,1.1698,275.9772,0.9177
112,250.0,0.5,1e-09,500.0,0.0,0.2521,1.1698,275.9772,0.9177
345,500.0,0.75,1e-08,1000.0,100.0,0.2577,0.1325,159.02159999999998,-0.1252
338,500.0,0.75,1e-07,10000.0,0.0,0.2606,1.0093,144.1852,0.7486999999999999
344,500.0,0.75,1e-08,1000.0,0.0,0.2606,1.0093,144.1852,0.7486999999999999
350,500.0,0.75,1e-09,100.0,0.0,0.2606,1.0093,144.1852,0.7486999999999999
109,250.0,0.5,1e-08,10000.0,100.0,0.26080000000000003,0.1524,316.7172,-0.10840000000000001
339,500.0,0.75,1e-07,10000.0,100.0,0.271,0.3275,151.98420000000002,0.056499999999999995
107,250.0,0.5,1e-08,5000.0,100.0,0.28130000000000005,0.1607,315.3223999999999,-0.1206
119,250.0,0.5,1e-09,10000.0,100.0,0.3017,0.09499999999999999,311.58759999999995,-0.20669999999999997
113,250.0,0.5,1e-09,500.0,100.0,0.3035,0.08639999999999999,313.74600000000004,-0.2171
117,250.0,0.5,1e-09,5000.0,100.0,0.30579999999999996,0.09209999999999999,311.9856,-0.2137
115,250.0,0.5,1e-09,1000.0,100.0,0.3104,0.0877,312.63160000000005,-0.22269999999999998
98,250.0,0.5,1e-07,10000.0,0.0,0.31989999999999996,1.0498,277.06039999999996,0.7299
104,250.0,0.5,1e-08,1000.0,0.0,0.31989999999999996,1.0498,277.06039999999996,0.7299
110,250.0,0.5,1e-09,100.0,0.0,0.31989999999999996,1.0498,277.06039999999996,0.7299
99,250.0,0.5,1e-07,10000.0,100.0,0.3244,0.4041,296.6828,0.0797
453,1000.0,0.25,1e-07,500.0,100.0,0.3319,0.40440000000000004,69.0327,0.07249999999999998
343,500.0,0.75,1e-08,500.0,100.0,0.3356,0.1571,152.87199999999999,-0.17850000000000002
105,250.0,0.5,1e-08,1000.0,100.0,0.33580000000000004,0.1612,308.1956,-0.17459999999999998
111,250.0,0.5,1e-09,100.0,100.0,0.3484,0.0779,315.07,-0.2705
336,500.0,0.75,1e-07,5000.0,0.0,0.352,0.9743,138.3808,0.6222999999999999
342,500.0,0.75,1e-08,500.0,0.0,0.352,0.9743,138.3808,0.6222999999999999
337,500.0,0.75,1e-07,5000.0,100.0,0.35750000000000004,0.3912,145.3576,0.033699999999999994
447,1000.0,0.25,1e-06,5000.0,100.0,0.358,0.8333999999999999,65.38239999999999,0.47540000000000004
446,1000.0,0.25,1e-06,5000.0,0.0,0.3683,0.9513999999999999,64.53650000000002,0.5831
452,1000.0,0.25,1e-07,500.0,0.0,0.3683,0.9513999999999999,64.53650000000002,0.5831
97,250.0,0.5,1e-07,5000.0,100.0,0.38839999999999997,0.46390000000000003,287.1668000000001,0.07550000000000001
96,250.0,0.5,1e-07,5000.0,0.0,0.3965000000000001,0.9977,270.052,0.6012
102,250.0,0.5,1e-08,500.0,0.0,0.3965000000000001,0.9977,270.052,0.6012
289,500.0,0.5,1e-06,10000.0,100.0,0.4003,0.8594000000000002,131.7646,0.45909999999999995
288,500.0,0.5,1e-06,10000.0,0.0,0.40069999999999995,0.9581000000000002,130.77820000000003,0.5574
294,500.0,0.5,1e-07,1000.0,0.0,0.40069999999999995,0.9581000000000002,130.77820000000003,0.5574
300,500.0,0.5,1e-08,100.0,0.0,0.40069999999999995,0.9581000000000002,130.77820000000003,0.5574
295,500.0,0.5,1e-07,1000.0,100.0,0.41780000000000006,0.5048,137.30440000000002,0.08700000000000001
541,1000.0,0.75,1e-08,100.0,100.0,0.4199,0.1323,72.41669999999999,-0.2876
103,250.0,0.5,1e-08,500.0,100.0,0.4345,0.17980000000000002,300.702,-0.25470000000000004
535,1000.0,0.75,1e-07,1000.0,100.0,0.5860000000000001,0.5609,64.574,-0.02510000000000002
529,1000.0,0.75,1e-06,10000.0,100.0,0.6113000000000001,0.8640000000000001,61.9729,0.25270000000000004
528,1000.0,0.75,1e-06,10000.0,0.0,0.6345000000000001,0.9453000000000001,61.3966,0.31079999999999997
534,1000.0,0.75,1e-07,1000.0,0.0,0.6345000000000001,0.9453000000000001,61.3966,0.31079999999999997
540,1000.0,0.75,1e-08,100.0,0.0,0.6345000000000001,0.9453000000000001,61.3966,0.31079999999999997
493,1000.0,0.5,1e-07,500.0,100.0,0.6802999999999999,0.5161,63.44870000000001,-0.16419999999999996
61,250.0,0.25,1e-08,100.0,100.0,0.7026,0.1553,276.8308,-0.5473000000000001
253,500.0,0.25,1e-07,500.0,100.0,0.7477999999999999,0.5397000000000001,126.97940000000001,-0.20810000000000003
487,1000.0,0.5,1e-06,5000.0,100.0,0.7542,0.8701000000000001,59.8227,0.1159
247,500.0,0.25,1e-06,5000.0,100.0,0.7795,0.8837999999999999,118.79379999999999,0.10430000000000002
486,1000.0,0.5,1e-06,5000.0,0.0,0.7901,0.9466999999999999,58.7143,0.15659999999999996
492,1000.0,0.5,1e-07,500.0,0.0,0.7901,0.9466999999999999,58.7143,0.15659999999999996
49,250.0,0.25,1e-06,10000.0,100.0,0.7988000000000001,0.9169,231.88240000000002,0.11810000000000005
48,250.0,0.25,1e-06,10000.0,0.0,0.8223,0.9779,228.1696,0.1556
54,250.0,0.25,1e-07,1000.0,0.0,0.8223,0.9779,228.1696,0.1556
60,250.0,0.25,1e-08,100.0,0.0,0.8223,0.9779,228.1696,0.1556
246,500.0,0.25,1e-06,5000.0,0.0,0.8261,0.9534999999999998,116.81320000000001,0.12739999999999996
252,500.0,0.25,1e-07,500.0,0.0,0.8261,0.9534999999999998,116.81320000000001,0.12739999999999996
55,250.0,0.25,1e-07,1000.0,100.0,0.8310000000000001,0.6319999999999999,240.64119999999997,-0.19899999999999998
146,250.0,0.75,1e-08,5000.0,0.0,0.9069,1.0434,242.57080000000002,0.1365
152,250.0,0.75,1e-09,500.0,0.0,0.9069,1.0434,242.57080000000002,0.1365
156,250.0,0.75,1e-09,5000.0,0.0,0.9177000000000002,1.0726,239.82200000000003,0.15489999999999998
148,250.0,0.75,1e-08,10000.0,0.0,0.9344999999999999,1.0618999999999998,239.156,0.12739999999999999
154,250.0,0.75,1e-09,1000.0,0.0,0.9344999999999999,1.0618999999999998,239.156,0.12739999999999999
158,250.0,0.75,1e-09,10000.0,0.0,0.9461,1.0714000000000001,239.76560000000003,0.12530000000000002
341,500.0,0.75,1e-08,100.0,100.0,0.9667999999999999,0.25060000000000004,129.1638,-0.7162
149,250.0,0.75,1e-08,10000.0,100.0,0.9783,0.35919999999999996,264.1016000000001,-0.6191
147,250.0,0.75,1e-08,5000.0,100.0,0.9891999999999997,0.36610000000000004,263.07959999999997,-0.6231
